ID	DOCULECT	CONCEPT	VALUE	FORM	SEGMENTS	COGID	COGIDS	NOTE
11417	Zoro	PERFECTIVE				0		
11536	Surui-Paiter	PERFECTIVE				0		
11774	Arikem	PERFECTIVE				0		
11893	Mawe	PERFECTIVE	raʔɨn	raʔɨn	r a ʔ ɨ n	634	556	
12131	Asuriní Tocantins	PERFECTIVE				0		
12250	Parakana	PERFECTIVE				0		
12369	Surui-Aikewara	PERFECTIVE				0		
12488	Tapirapé	PERFECTIVE				0		
12607	Tembe	PERFECTIVE	kʷéj	kʷéj	kʷ éi	630	552	
12726	Guajajara	PERFECTIVE				0		
12845	Apiaka	PERFECTIVE				0		
12964	Parintintin	PERFECTIVE				0		
13083	Amondawa	PERFECTIVE				0		
13202	Tenharim	PERFECTIVE				0		
13321	Jiahoi	PERFECTIVE				0		
13559	Urueuwauwau	PERFECTIVE				0		
13797	Kayabi	PERFECTIVE				0		
13944	Araweté	PERFECTIVE				0		
14154	Guajá	PERFECTIVE	rapé  jeheʔé	rapé  jeheʔé	r a p é + j e h e ʔ é	349	194 195	
14392	Teko	PERFECTIVE				0		
14511	Wayampi	PERFECTIVE				0		
14630	Zo'e	PERFECTIVE				0		
14749	Ka'apor	PERFECTIVE				0		
14868	Anambe	PERFECTIVE				0		
15106	Kamajura	PERFECTIVE				0		
15225	Asuriní Xingu	PERFECTIVE				0		
15344	Tupinambá	PERFECTIVE				0		
15463	Nheengatu	PERFECTIVE				0		
15701	Yuki	PERFECTIVE	rague	rague	r a g ue	520	558	
15820	Guarayo	PERFECTIVE				0		
15939	Siriono	PERFECTIVE				0		
16058	Warazu	PERFECTIVE				0		
16177	Chiriguano	PERFECTIVE	kʷe	kʷe	kʷ e	630	552	Same morpheme for 'past' in related languages
16415	Mbya	PERFECTIVE				0		
16534	Guaraní	PERFECTIVE				0		
16653	Old Guaraní	PERFECTIVE				0		
16772	Ache	PERFECTIVE				0		
16891	Xeta	PERFECTIVE				0		
17010	Kaiowa	PERFECTIVE				0		
17129	Ñandeva	PERFECTIVE				0		
17248	Apapokuva	PERFECTIVE				0		
17486	Kokama	PERFECTIVE	ai	ai	ai	633	555	
17617	Avá Canoeiro	PERFECTIVE				0		
17647	Surui-Paiter	PERFECTIVE	dé	dé / jé	d é	635	557	
17863	Tapiete	PERFECTIVE				0		
18014	Awetí	PERFECTIVE	zã	(z)ã	z ã	629	549	
18194	Karitiana	PERFECTIVE	tɨkiri	tɨkiri	t ɨ k i r i	632	554	
18421	Omagua	PERFECTIVE				0		
18537	Gavião	PERFECTIVE	màa	màa	m à a	631	553	auxiliary verb
18725	Surui-Paiter	PERFECTIVE	jé	dé / jé	j é	635	557	
9038	Xipaya	PERMISSIVE MOOD				0		
9157	Juruna	PERMISSIVE MOOD				0		
9276	Karo	PERMISSIVE MOOD				0		
9395	Purubora	PERMISSIVE MOOD				0		
10347	Mundurukú	PERMISSIVE MOOD				0		
10585	Cinta-Larga	PERMISSIVE MOOD				0		
10823	Monde	PERMISSIVE MOOD				0		
11418	Zoro	PERMISSIVE MOOD				0		
11537	Surui-Paiter	PERMISSIVE MOOD				0		
11775	Arikem	PERMISSIVE MOOD				0		
11894	Mawe	PERMISSIVE MOOD				0		
12132	Asuriní Tocantins	PERMISSIVE MOOD				0		
12251	Parakana	PERMISSIVE MOOD				0		
12370	Surui-Aikewara	PERMISSIVE MOOD				0		
12489	Tapirapé	PERMISSIVE MOOD				0		
12608	Tembe	PERMISSIVE MOOD				0		
12727	Guajajara	PERMISSIVE MOOD				0		
12846	Apiaka	PERMISSIVE MOOD				0		
12965	Parintintin	PERMISSIVE MOOD				0		
13084	Amondawa	PERMISSIVE MOOD				0		
13203	Tenharim	PERMISSIVE MOOD				0		
13322	Jiahoi	PERMISSIVE MOOD				0		
13560	Urueuwauwau	PERMISSIVE MOOD				0		
13798	Kayabi	PERMISSIVE MOOD				0		
13945	Araweté	PERMISSIVE MOOD	t	t / te	t	32	559	
14393	Teko	PERMISSIVE MOOD	t	t / ta / te	t	32	559	
14512	Wayampi	PERMISSIVE MOOD				0		
14631	Zo'e	PERMISSIVE MOOD				0		
14750	Ka'apor	PERMISSIVE MOOD				0		
14869	Anambe	PERMISSIVE MOOD				0		
15226	Asuriní Xingu	PERMISSIVE MOOD				0		
15345	Tupinambá	PERMISSIVE MOOD	ta	ta	t a	32	559	
15464	Nheengatu	PERMISSIVE MOOD				0		
15702	Yuki	PERMISSIVE MOOD				0		
15821	Guarayo	PERMISSIVE MOOD				0		
15940	Siriono	PERMISSIVE MOOD				0		
16059	Warazu	PERMISSIVE MOOD				0		
16178	Chiriguano	PERMISSIVE MOOD				0		
16416	Mbya	PERMISSIVE MOOD				0		
16535	Guaraní	PERMISSIVE MOOD				0		
16654	Old Guaraní	PERMISSIVE MOOD	t	t	t	32	559	
16773	Ache	PERMISSIVE MOOD				0		
16892	Xeta	PERMISSIVE MOOD				0		
17011	Kaiowa	PERMISSIVE MOOD				0		
17130	Ñandeva	PERMISSIVE MOOD				0		
17249	Apapokuva	PERMISSIVE MOOD				0		
17487	Kokama	PERMISSIVE MOOD				0		
17618	Avá Canoeiro	PERMISSIVE MOOD				0		
17731	Surui-Paiter	PERMISSIVE MOOD				0		
17760	Tapiete	PERMISSIVE MOOD	iño	iño	i ñ o	639	563	
18015	Awetí	PERMISSIVE MOOD	i	i / jo / pej	i	636	560	
18196	Karitiana	PERMISSIVE MOOD				0		
18423	Omagua	PERMISSIVE MOOD				0		
18539	Gavião	PERMISSIVE MOOD				0		
19317	Awetí	PERMISSIVE MOOD	jo	i / jo / pej	j o	637	561	
19318	Awetí	PERMISSIVE MOOD	pej	i / jo / pej	p ei	638	562	
19319	Araweté	PERMISSIVE MOOD	te	t / te	t e	32	559	
19320	Teko	PERMISSIVE MOOD	ta	t / ta / te	t a	32	559	
19321	Teko	PERMISSIVE MOOD	te	t / ta / te	t e	32	559	
9039	Xipaya	PLURAL MARKER				0		
9158	Juruna	PLURAL MARKER				0		
9277	Karo	PLURAL MARKER				0		
9396	Purubora	PLURAL MARKER				0		
9753	Makurap	PLURAL MARKER	jã	jã	iã	303	146	
9872	Wayoro	PLURAL MARKER	ian	ian	ia n	303	146	
9991	Tupari	PLURAL MARKER	eat	eat	ea t	304	147	
10348	Mundurukú	PLURAL MARKER	jə̃	jə̃	iə̃	303	146	
10586	Cinta-Larga	PLURAL MARKER				0		
10824	Monde	PLURAL MARKER				0		
11419	Zoro	PLURAL MARKER				0		
11538	Surui-Paiter	PLURAL MARKER				0		
11776	Arikem	PLURAL MARKER				0		
11895	Mawe	PLURAL MARKER	tia	tia / in / koʔi	t ia	643	568	
12133	Asuriní Tocantins	PLURAL MARKER				0		
12252	Parakana	PLURAL MARKER				0		
12371	Surui-Aikewara	PLURAL MARKER				0		
12490	Tapirapé	PLURAL MARKER				0		
12609	Tembe	PLURAL MARKER				0		
12728	Guajajara	PLURAL MARKER				0		
12847	Apiaka	PLURAL MARKER				0		
12966	Parintintin	PLURAL MARKER				0		
13085	Amondawa	PLURAL MARKER				0		
13204	Tenharim	PLURAL MARKER				0		
13323	Jiahoi	PLURAL MARKER				0		
13561	Urueuwauwau	PLURAL MARKER				0		
13799	Kayabi	PLURAL MARKER				0		
13949	Araweté	PLURAL MARKER				0		
14156	Guajá	PLURAL MARKER	awɨ̃ 	awɨ̃ 	a w ɨ̃	393	239	
14394	Teko	PLURAL MARKER				0		
14513	Wayampi	PLURAL MARKER				0		
14632	Zo'e	PLURAL MARKER				0		
14751	Ka'apor	PLURAL MARKER				0		
14870	Anambe	PLURAL MARKER				0		
15227	Asuriní Xingu	PLURAL MARKER				0		
15346	Tupinambá	PLURAL MARKER	etá	etá	e t á	641	565	
15465	Nheengatu	PLURAL MARKER				0		
15703	Yuki	PLURAL MARKER	ñongue	ñongue	ñ o n g ue	647	572	
15822	Guarayo	PLURAL MARKER				0		
15941	Siriono	PLURAL MARKER				0		
16060	Warazu	PLURAL MARKER				0		
16179	Chiriguano	PLURAL MARKER	réta	réta	r é t a	641	565	
16417	Mbya	PLURAL MARKER				0		
16536	Guaraní	PLURAL MARKER				0		
16655	Old Guaraní	PLURAL MARKER				0		
16774	Ache	PLURAL MARKER				0		
16893	Xeta	PLURAL MARKER				0		
17012	Kaiowa	PLURAL MARKER				0		
17131	Ñandeva	PLURAL MARKER				0		
17250	Apapokuva	PLURAL MARKER				0		
17488	Kokama	PLURAL MARKER	wə	wə	w ə	207	567	
17619	Avá Canoeiro	PLURAL MARKER				0		
17732	Surui-Paiter	PLURAL MARKER				0		
17785	Tapiete	PLURAL MARKER	reta	-reta / -re	r e t a	641	565	1 canot be plural
18018	Awetí	PLURAL MARKER	za	za	z a	640	564	
18199	Karitiana	PLURAL MARKER				0		
18302	Mekens	PLURAL MARKER	iat	iat	ia t	304	147	
18426	Omagua	PLURAL MARKER	kana	kana	k a n a	646	571	
18542	Gavião	PLURAL MARKER				0		
18741	Kamajura	PLURAL MARKER	met ~ et ~ meret  	met / het	m e t	642	566	
18742	Kamajura	PLURAL MARKER	het ~ et	met / het	h e t	642	566	
18786	Mawe	PLURAL MARKER	in	tia / in / koʔi	i n	644	569	
18787	Mawe	PLURAL MARKER	koʔi	tia / in / koʔi	k o ʔ i	645	570	
9040	Xipaya	PORTMANTEAU 1 -> 2 (PL)				0		
9159	Juruna	PORTMANTEAU 1 -> 2 (PL)				0		
9278	Karo	PORTMANTEAU 1 -> 2 (PL)				0		
9397	Purubora	PORTMANTEAU 1 -> 2 (PL)				0		
10349	Mundurukú	PORTMANTEAU 1 -> 2 (PL)				0		
10587	Cinta-Larga	PORTMANTEAU 1 -> 2 (PL)				0		
10825	Monde	PORTMANTEAU 1 -> 2 (PL)				0		
11420	Zoro	PORTMANTEAU 1 -> 2 (PL)				0		
11539	Surui-Paiter	PORTMANTEAU 1 -> 2 (PL)				0		
11777	Arikem	PORTMANTEAU 1 -> 2 (PL)				0		
11896	Mawe	PORTMANTEAU 1 -> 2 (PL)				0		
12134	Asuriní Tocantins	PORTMANTEAU 1 -> 2 (PL)	oro	oro	o r o	648	573	not distinguishing PL and SG
12253	Parakana	PORTMANTEAU 1 -> 2 (PL)				0		
12372	Surui-Aikewara	PORTMANTEAU 1 -> 2 (PL)				0		
12491	Tapirapé	PORTMANTEAU 1 -> 2 (PL)	ara	ara	a r a	648	573	
12729	Guajajara	PORTMANTEAU 1 -> 2 (PL)	apu	apu	a p u	49	574	
12848	Apiaka	PORTMANTEAU 1 -> 2 (PL)				0		
12967	Parintintin	PORTMANTEAU 1 -> 2 (PL)	opo	opo	o p o	49	574	
13086	Amondawa	PORTMANTEAU 1 -> 2 (PL)				0		
13205	Tenharim	PORTMANTEAU 1 -> 2 (PL)				0		
13324	Jiahoi	PORTMANTEAU 1 -> 2 (PL)				0		
13562	Urueuwauwau	PORTMANTEAU 1 -> 2 (PL)				0		
13950	Araweté	PORTMANTEAU 1 -> 2 (PL)				0		
14395	Teko	PORTMANTEAU 1 -> 2 (PL)				0		
14514	Wayampi	PORTMANTEAU 1 -> 2 (PL)	poro	poro	p o r o	648	573	
14633	Zo'e	PORTMANTEAU 1 -> 2 (PL)				0		
14752	Ka'apor	PORTMANTEAU 1 -> 2 (PL)				0		
14871	Anambe	PORTMANTEAU 1 -> 2 (PL)				0		
15109	Kamajura	PORTMANTEAU 1 -> 2 (PL)	opo	opo	o p o	49	574	
15228	Asuriní Xingu	PORTMANTEAU 1 -> 2 (PL)				0		
15347	Tupinambá	PORTMANTEAU 1 -> 2 (PL)	opo	opo	o p o	49	574	
15466	Nheengatu	PORTMANTEAU 1 -> 2 (PL)				0		
15704	Yuki	PORTMANTEAU 1 -> 2 (PL)				0		
15823	Guarayo	PORTMANTEAU 1 -> 2 (PL)	opo	opo	o p o	49	574	
15942	Siriono	PORTMANTEAU 1 -> 2 (PL)				0		
16061	Warazu	PORTMANTEAU 1 -> 2 (PL)				0		
16180	Chiriguano	PORTMANTEAU 1 -> 2 (PL)	po	po	p o	49	574	
16418	Mbya	PORTMANTEAU 1 -> 2 (PL)	oro	oro	o r o	648	573	
16537	Guaraní	PORTMANTEAU 1 -> 2 (PL)				0		
16656	Old Guaraní	PORTMANTEAU 1 -> 2 (PL)	opo	opo	o p o	49	574	
16775	Ache	PORTMANTEAU 1 -> 2 (PL)				0		
16894	Xeta	PORTMANTEAU 1 -> 2 (PL)				0		
17013	Kaiowa	PORTMANTEAU 1 -> 2 (PL)	apo	apo	a p o	49	574	1 (SG)
17132	Ñandeva	PORTMANTEAU 1 -> 2 (PL)				0		
17251	Apapokuva	PORTMANTEAU 1 -> 2 (PL)				0		
17489	Kokama	PORTMANTEAU 1 -> 2 (PL)				0		
17620	Avá Canoeiro	PORTMANTEAU 1 -> 2 (PL)				0		not present in Avá
17733	Tembe	PORTMANTEAU 1 -> 2 (PL)	apu	apu	a p u	49	574	
17815	Tapiete	PORTMANTEAU 1 -> 2 (PL)	opo	opo	o p o	49	574	ag always sg
18019	Awetí	PORTMANTEAU 1 -> 2 (PL)				0		
18200	Karitiana	PORTMANTEAU 1 -> 2 (PL)				0		
18427	Omagua	PORTMANTEAU 1 -> 2 (PL)				0		
18543	Gavião	PORTMANTEAU 1 -> 2 (PL)				0		
18828	Yuki	PORTMANTEAU 1 -> 2 (PL)	ja	ja	ia	649	95	
9041	Xipaya	PORTMANTEAU 1 -> 2 (S)				0		
9160	Juruna	PORTMANTEAU 1 -> 2 (S)				0		
9279	Karo	PORTMANTEAU 1 -> 2 (S)				0		
9398	Purubora	PORTMANTEAU 1 -> 2 (S)				0		
10350	Mundurukú	PORTMANTEAU 1 -> 2 (S)				0		
10588	Cinta-Larga	PORTMANTEAU 1 -> 2 (S)				0		
10826	Monde	PORTMANTEAU 1 -> 2 (S)				0		
11540	Surui-Paiter	PORTMANTEAU 1 -> 2 (S)				0		
11778	Arikem	PORTMANTEAU 1 -> 2 (S)				0		
11897	Mawe	PORTMANTEAU 1 -> 2 (S)				0		
12135	Asuriní Tocantins	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
12254	Parakana	PORTMANTEAU 1 -> 2 (S)				0		
12373	Surui-Aikewara	PORTMANTEAU 1 -> 2 (S)				0		
12492	Tapirapé	PORTMANTEAU 1 -> 2 (S)	ara	ara	a r a	47	575	
12730	Guajajara	PORTMANTEAU 1 -> 2 (S)	urr	uru	u r u	47	575	
12849	Apiaka	PORTMANTEAU 1 -> 2 (S)				0		
12968	Parintintin	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
13087	Amondawa	PORTMANTEAU 1 -> 2 (S)				0		
13206	Tenharim	PORTMANTEAU 1 -> 2 (S)				0		
13325	Jiahoi	PORTMANTEAU 1 -> 2 (S)				0		
13563	Urueuwauwau	PORTMANTEAU 1 -> 2 (S)				0		
13951	Araweté	PORTMANTEAU 1 -> 2 (S)				0		
14396	Teko	PORTMANTEAU 1 -> 2 (S)				0		
14515	Wayampi	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
14634	Zo'e	PORTMANTEAU 1 -> 2 (S)				0		
14753	Ka'apor	PORTMANTEAU 1 -> 2 (S)				0		
14872	Anambe	PORTMANTEAU 1 -> 2 (S)				0		
15110	Kamajura	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
15229	Asuriní Xingu	PORTMANTEAU 1 -> 2 (S)				0		
15348	Tupinambá	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
15467	Nheengatu	PORTMANTEAU 1 -> 2 (S)				0		
15705	Yuki	PORTMANTEAU 1 -> 2 (S)				0		
15824	Guarayo	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
15943	Siriono	PORTMANTEAU 1 -> 2 (S)				0		
16062	Warazu	PORTMANTEAU 1 -> 2 (S)				0		
16181	Chiriguano	PORTMANTEAU 1 -> 2 (S)	ro	ro	r o	47	575	
16419	Mbya	PORTMANTEAU 1 -> 2 (S)				0		
16538	Guaraní	PORTMANTEAU 1 -> 2 (S)				0		
16657	Old Guaraní	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
16776	Ache	PORTMANTEAU 1 -> 2 (S)				0		
16895	Xeta	PORTMANTEAU 1 -> 2 (S)				0		
17014	Kaiowa	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	
17133	Ñandeva	PORTMANTEAU 1 -> 2 (S)				0		
17252	Apapokuva	PORTMANTEAU 1 -> 2 (S)				0		
17490	Kokama	PORTMANTEAU 1 -> 2 (S)				0		
17621	Avá Canoeiro	PORTMANTEAU 1 -> 2 (S)				0		not present in Avá
17734	Surui-Paiter	PORTMANTEAU 1 -> 2 (S)				0		
17817	Tapiete	PORTMANTEAU 1 -> 2 (S)	oro	oro	o r o	47	575	seems to be reinterpreted as a-rɨ-
18020	Awetí	PORTMANTEAU 1 -> 2 (S)				0		
18201	Karitiana	PORTMANTEAU 1 -> 2 (S)				0		
18428	Omagua	PORTMANTEAU 1 -> 2 (S)				0		
18544	Gavião	PORTMANTEAU 1 -> 2 (S)				0		
9042	Xipaya	POSSESSOR/INACTIVE (1PL.EXC)				0		
9161	Juruna	POSSESSOR/INACTIVE (1PL.EXC)				0		
9280	Karo	POSSESSOR/INACTIVE (1PL.EXC)				0		
9399	Purubora	POSSESSOR/INACTIVE (1PL.EXC)				0		
10351	Mundurukú	POSSESSOR/INACTIVE (1PL.EXC)	otʃe	otʃe	o tʃ e	652	578	
10589	Cinta-Larga	POSSESSOR/INACTIVE (1PL.EXC)				0		
10827	Monde	POSSESSOR/INACTIVE (1PL.EXC)				0		
11422	Zoro	POSSESSOR/INACTIVE (1PL.EXC)	tu	tu	t u	653	579	
11541	Surui-Paiter	POSSESSOR/INACTIVE (1PL.EXC)				0		
11779	Arikem	POSSESSOR/INACTIVE (1PL.EXC)				0		
11898	Mawe	POSSESSOR/INACTIVE (1PL.EXC)	uru	uru	u r u	650	576	
12136	Asuriní Tocantins	POSSESSOR/INACTIVE (1PL.EXC)				0		
12255	Parakana	POSSESSOR/INACTIVE (1PL.EXC)				0		
12374	Surui-Aikewara	POSSESSOR/INACTIVE (1PL.EXC)				0		
12493	Tapirapé	POSSESSOR/INACTIVE (1PL.EXC)				0		
12612	Tembe	POSSESSOR/INACTIVE (1PL.EXC)	oré	oré	o r é	650	576	
12731	Guajajara	POSSESSOR/INACTIVE (1PL.EXC)	ure	ure	u r e	650	576	
12850	Apiaka	POSSESSOR/INACTIVE (1PL.EXC)				0		
12969	Parintintin	POSSESSOR/INACTIVE (1PL.EXC)				0		
13088	Amondawa	POSSESSOR/INACTIVE (1PL.EXC)				0		
13207	Tenharim	POSSESSOR/INACTIVE (1PL.EXC)				0		
13326	Jiahoi	POSSESSOR/INACTIVE (1PL.EXC)				0		
13564	Urueuwauwau	POSSESSOR/INACTIVE (1PL.EXC)				0		
13802	Kayabi	POSSESSOR/INACTIVE (1PL.EXC)				0		
13952	Araweté	POSSESSOR/INACTIVE (1PL.EXC)				0		
14397	Teko	POSSESSOR/INACTIVE (1PL.EXC)	ore	ore	o r e	650	576	
14516	Wayampi	POSSESSOR/INACTIVE (1PL.EXC)				0		
14635	Zo'e	POSSESSOR/INACTIVE (1PL.EXC)				0		
14754	Ka'apor	POSSESSOR/INACTIVE (1PL.EXC)				0		
14873	Anambe	POSSESSOR/INACTIVE (1PL.EXC)	ura	ura / uru	u r a	650	576	
15111	Kamajura	POSSESSOR/INACTIVE (1PL.EXC)				0		
15230	Asuriní Xingu	POSSESSOR/INACTIVE (1PL.EXC)				0		
15349	Tupinambá	POSSESSOR/INACTIVE (1PL.EXC)	oré	oré	o r é	650	576	Nomenclature (add)
15468	Nheengatu	POSSESSOR/INACTIVE (1PL.EXC)				0		
15706	Yuki	POSSESSOR/INACTIVE (1PL.EXC)	on	on	o n	546	580	
15825	Guarayo	POSSESSOR/INACTIVE (1PL.EXC)	ore	ore	o r e	650	576	
15944	Siriono	POSSESSOR/INACTIVE (1PL.EXC)				0		
16063	Warazu	POSSESSOR/INACTIVE (1PL.EXC)				0		
16182	Chiriguano	POSSESSOR/INACTIVE (1PL.EXC)	ore	ore	o r e	650	576	
16420	Mbya	POSSESSOR/INACTIVE (1PL.EXC)				0		
16539	Guaraní	POSSESSOR/INACTIVE (1PL.EXC)				0		
16658	Old Guaraní	POSSESSOR/INACTIVE (1PL.EXC)				0		
16777	Ache	POSSESSOR/INACTIVE (1PL.EXC)				0		
16896	Xeta	POSSESSOR/INACTIVE (1PL.EXC)				0		
17015	Kaiowa	POSSESSOR/INACTIVE (1PL.EXC)				0		
17134	Ñandeva	POSSESSOR/INACTIVE (1PL.EXC)				0		
17253	Apapokuva	POSSESSOR/INACTIVE (1PL.EXC)				0		
17491	Kokama	POSSESSOR/INACTIVE (1PL.EXC)				0		
17561	Avá Canoeiro	POSSESSOR/INACTIVE (1PL.EXC)	oɾe	oɾe	o ɾ e	650	576	
17668	Surui-Paiter	POSSESSOR/INACTIVE (1PL.EXC)	toj	toj	t o j	653	579	Also used for object agreement
17803	Tapiete	POSSESSOR/INACTIVE (1PL.EXC)	ɨrɨ ha	ɨrɨ ha	ɨ r ɨ + h a	650	576 581	
18021	Awetí	POSSESSOR/INACTIVE (1PL.EXC)	ozo	ozo	o z o	651	577	
18202	Karitiana	POSSESSOR/INACTIVE (1PL.EXC)				0		
18429	Omagua	POSSESSOR/INACTIVE (1PL.EXC)				0		
18545	Gavião	POSSESSOR/INACTIVE (1PL.EXC)				0		
9043	Xipaya	POSSESSOR/INACTIVE (1PL.INC)				0		
9162	Juruna	POSSESSOR/INACTIVE (1PL.INC)				0		
9281	Karo	POSSESSOR/INACTIVE (1PL.INC)				0		
9400	Purubora	POSSESSOR/INACTIVE (1PL.INC)				0		
10352	Mundurukú	POSSESSOR/INACTIVE (1PL.INC)	wəj	wəj	w əi	658	586	
10590	Cinta-Larga	POSSESSOR/INACTIVE (1PL.INC)				0		
10828	Monde	POSSESSOR/INACTIVE (1PL.INC)				0		
11423	Zoro	POSSESSOR/INACTIVE (1PL.INC)	pa	pa	p a	659	587	
11542	Surui-Paiter	POSSESSOR/INACTIVE (1PL.INC)				0		
11780	Arikem	POSSESSOR/INACTIVE (1PL.INC)				0		
11899	Mawe	POSSESSOR/INACTIVE (1PL.INC)	a	a	a	657	585	
12137	Asuriní Tocantins	POSSESSOR/INACTIVE (1PL.INC)				0		
12256	Parakana	POSSESSOR/INACTIVE (1PL.INC)				0		
12375	Surui-Aikewara	POSSESSOR/INACTIVE (1PL.INC)				0		
12494	Tapirapé	POSSESSOR/INACTIVE (1PL.INC)				0		
12613	Tembe	POSSESSOR/INACTIVE (1PL.INC)	zané	zané / dané	z a n é	654	582	
12732	Guajajara	POSSESSOR/INACTIVE (1PL.INC)	zane	zane	z a n e	654	582	
12851	Apiaka	POSSESSOR/INACTIVE (1PL.INC)				0		
12970	Parintintin	POSSESSOR/INACTIVE (1PL.INC)				0		
13089	Amondawa	POSSESSOR/INACTIVE (1PL.INC)				0		
13208	Tenharim	POSSESSOR/INACTIVE (1PL.INC)				0		
13327	Jiahoi	POSSESSOR/INACTIVE (1PL.INC)				0		
13565	Urueuwauwau	POSSESSOR/INACTIVE (1PL.INC)				0		
13803	Kayabi	POSSESSOR/INACTIVE (1PL.INC)				0		
13953	Araweté	POSSESSOR/INACTIVE (1PL.INC)				0		
14398	Teko	POSSESSOR/INACTIVE (1PL.INC)	nõde	nõde	n õ d e	654	582	
14517	Wayampi	POSSESSOR/INACTIVE (1PL.INC)				0		
14636	Zo'e	POSSESSOR/INACTIVE (1PL.INC)				0		
14755	Ka'apor	POSSESSOR/INACTIVE (1PL.INC)				0		
14874	Anambe	POSSESSOR/INACTIVE (1PL.INC)	jana	jene / jana	j a n a	654	582	
15112	Kamajura	POSSESSOR/INACTIVE (1PL.INC)				0		
15231	Asuriní Xingu	POSSESSOR/INACTIVE (1PL.INC)				0		
15350	Tupinambá	POSSESSOR/INACTIVE (1PL.INC)	jandé	jandé	j a nd é	654	582	Nomenclature (add)
15469	Nheengatu	POSSESSOR/INACTIVE (1PL.INC)				0		
15707	Yuki	POSSESSOR/INACTIVE (1PL.INC)				0		
15826	Guarayo	POSSESSOR/INACTIVE (1PL.INC)	jande	jande	j a nd e	654	582	
15945	Siriono	POSSESSOR/INACTIVE (1PL.INC)				0		
16064	Warazu	POSSESSOR/INACTIVE (1PL.INC)				0		
16183	Chiriguano	POSSESSOR/INACTIVE (1PL.INC)	jande	jande	j a nd e	654	582	
16421	Mbya	POSSESSOR/INACTIVE (1PL.INC)				0		
16540	Guaraní	POSSESSOR/INACTIVE (1PL.INC)				0		
16659	Old Guaraní	POSSESSOR/INACTIVE (1PL.INC)				0		
16778	Ache	POSSESSOR/INACTIVE (1PL.INC)				0		
16897	Xeta	POSSESSOR/INACTIVE (1PL.INC)				0		
17016	Kaiowa	POSSESSOR/INACTIVE (1PL.INC)				0		
17135	Ñandeva	POSSESSOR/INACTIVE (1PL.INC)				0		
17254	Apapokuva	POSSESSOR/INACTIVE (1PL.INC)				0		
17492	Kokama	POSSESSOR/INACTIVE (1PL.INC)				0		
17552	Avá Canoeiro	POSSESSOR/INACTIVE (1PL.INC)	jane	jane	j a n e	654	582	
17662	Surui-Paiter	POSSESSOR/INACTIVE (1PL.INC)	pa	pa	p a	659	587	Also used for object agreement
17808	Tapiete	POSSESSOR/INACTIVE (1PL.INC)	ñand	ñand	ɲ a n d	654	582	
18022	Awetí	POSSESSOR/INACTIVE (1PL.INC)	kaj	kaj	k ai	655	583	
18203	Karitiana	POSSESSOR/INACTIVE (1PL.INC)				0		
18430	Omagua	POSSESSOR/INACTIVE (1PL.INC)				0		
18546	Gavião	POSSESSOR/INACTIVE (1PL.INC)				0		
19279	Tembe	POSSESSOR/INACTIVE (1PL.INC)	dané	zané / dané	d a n é	654	582	
19322	Anambe	POSSESSOR/INACTIVE (1PL.INC)	jene	jene / jana	j e n e	654	582	
9044	Xipaya	POSSESSOR/INACTIVE (1S)				0		
9163	Juruna	POSSESSOR/INACTIVE (1S)				0		
9282	Karo	POSSESSOR/INACTIVE (1S)				0		
9401	Purubora	POSSESSOR/INACTIVE (1S)				0		
10353	Mundurukú	POSSESSOR/INACTIVE (1S)	o	o	o	662	591	
10591	Cinta-Larga	POSSESSOR/INACTIVE (1S)				0		
10829	Monde	POSSESSOR/INACTIVE (1S)				0		
11424	Zoro	POSSESSOR/INACTIVE (1S)	u	u	u	662	591	
11543	Surui-Paiter	POSSESSOR/INACTIVE (1S)				0		
11781	Arikem	POSSESSOR/INACTIVE (1S)				0		
11900	Mawe	POSSESSOR/INACTIVE (1S)	u	u	u	662	591	
12138	Asuriní Tocantins	POSSESSOR/INACTIVE (1S)				0		
12257	Parakana	POSSESSOR/INACTIVE (1S)				0		
12376	Surui-Aikewara	POSSESSOR/INACTIVE (1S)				0		
12495	Tapirapé	POSSESSOR/INACTIVE (1S)				0		
12614	Tembe	POSSESSOR/INACTIVE (1S)	hé	hé	h é	656	588	
12733	Guajajara	POSSESSOR/INACTIVE (1S)	he	he	h e	545	584	
12852	Apiaka	POSSESSOR/INACTIVE (1S)				0		
12971	Parintintin	POSSESSOR/INACTIVE (1S)				0		
13090	Amondawa	POSSESSOR/INACTIVE (1S)				0		
13209	Tenharim	POSSESSOR/INACTIVE (1S)				0		
13328	Jiahoi	POSSESSOR/INACTIVE (1S)				0		
13566	Urueuwauwau	POSSESSOR/INACTIVE (1S)				0		
13804	Kayabi	POSSESSOR/INACTIVE (1S)				0		
13955	Araweté	POSSESSOR/INACTIVE (1S)				0		
14168	Guajá	POSSESSOR/INACTIVE (1S)	iha	iha	i h a	545	584	
